slices,colour,cluster,r,value
T6M_30_1_slice0.pkl,val_green,2,155,332.11
T6M_30_1_slice0.pkl,val_green,2,156,332.06
T6M_30_1_slice0.pkl,val_green,2,157,331.35
T6M_30_1_slice0.pkl,val_green,2,158,333.39
T6M_30_1_slice0.pkl,val_green,2,159,332.03
T6M_30_1_slice0.pkl,val_green,2,160,336.81
T6M_30_1_slice0.pkl,val_green,2,161,337.37
T6M_30_1_slice0.pkl,val_green,2,162,344.5
T6M_30_1_slice0.pkl,val_green,2,163,345.47
T6M_30_1_slice0.pkl,val_green,2,164,345.1
T6M_30_1_slice0.pkl,val_green,2,165,341.39
T6M_30_1_slice0.pkl,val_green,2,166,337.68
T6M_30_1_slice0.pkl,val_green,2,167,340.53
T6M_30_1_slice0.pkl,val_green,2,168,336.59
T6M_30_1_slice0.pkl,val_green,2,169,335.62
T6M_30_1_slice0.pkl,val_green,2,170,334.59
T6M_30_1_slice0.pkl,val_green,2,171,338.81
T6M_30_1_slice0.pkl,val_green,2,172,340.95
T6M_30_1_slice0.pkl,val_green,2,173,342.3
T6M_30_1_slice0.pkl,val_green,2,174,339.42
T6M_30_1_slice0.pkl,val_green,2,175,335.38
T6M_30_1_slice0.pkl,val_green,2,176,331.89
T6M_30_1_slice0.pkl,val_green,2,177,328.96
T6M_30_1_slice0.pkl,val_green,2,178,326.55
T6M_30_1_slice0.pkl,val_green,2,179,327.62
T6M_30_1_slice0.pkl,val_green,2,180,328.42
T6M_30_1_slice0.pkl,val_green,2,181,325.65
T6M_30_1_slice0.pkl,val_green,2,182,332.81
T6M_30_1_slice0.pkl,val_green,2,183,334.4
T6M_30_1_slice0.pkl,val_green,2,184,335.56
T6M_30_1_slice0.pkl,val_green,2,185,341.18
T6M_30_1_slice0.pkl,val_green,2,186,349.28
T6M_30_1_slice0.pkl,val_green,2,187,345.98
T6M_30_1_slice0.pkl,val_green,2,188,361.2
T6M_30_1_slice0.pkl,val_green,2,189,361.33
T6M_30_1_slice0.pkl,val_green,2,190,364
T6M_30_1_slice0.pkl,val_green,2,191,373.42
T6M_30_1_slice0.pkl,val_green,2,192,377.96
T6M_30_1_slice0.pkl,val_green,2,193,379.58
T6M_30_1_slice0.pkl,val_green,2,194,374.25
T6M_30_1_slice0.pkl,val_green,2,195,372.97
T6M_30_1_slice0.pkl,val_green,2,196,374.05
T6M_30_1_slice0.pkl,val_green,2,197,370.02
T6M_30_1_slice0.pkl,val_green,2,198,362.15
T6M_30_1_slice0.pkl,val_green,2,199,361.08
T6M_30_1_slice0.pkl,val_green,2,200,355.86
T6M_30_1_slice0.pkl,val_green,2,201,354.18
T6M_30_1_slice0.pkl,val_green,2,202,345.43
T6M_30_1_slice0.pkl,val_green,2,203,341.72
T6M_30_1_slice0.pkl,val_green,2,204,334.87
T6M_30_1_slice0.pkl,val_green,2,205,325.26
T6M_30_1_slice0.pkl,val_green,2,206,316.32
T6M_30_1_slice0.pkl,val_green,2,207,300.43
T6M_30_1_slice0.pkl,val_green,2,208,290.6
T6M_30_1_slice0.pkl,val_green,2,209,281.25
T6M_30_1_slice0.pkl,val_green,2,210,270.21
T6M_30_1_slice0.pkl,val_green,2,211,258.26
T6M_30_1_slice0.pkl,val_green,2,212,258.44
T6M_30_1_slice0.pkl,val_green,2,213,249.33
T6M_30_1_slice0.pkl,val_green,2,214,240.42
T6M_30_1_slice0.pkl,val_green,2,215,233.24
T6M_30_1_slice0.pkl,val_green,2,216,227.68
T6M_30_1_slice0.pkl,val_green,2,217,226.44
T6M_30_1_slice0.pkl,val_green,2,218,226.1
T6M_30_1_slice0.pkl,val_green,2,219,229.75
T6M_30_1_slice0.pkl,val_green,2,220,233.95
T6M_30_1_slice0.pkl,val_green,2,221,237.54
T6M_30_1_slice0.pkl,val_green,2,222,246.03
T6M_30_1_slice0.pkl,val_green,2,223,252.03
T6M_30_1_slice0.pkl,val_green,2,224,262.13
T6M_30_1_slice0.pkl,val_green,2,225,270.05
T6M_30_1_slice0.pkl,val_green,2,226,274.92
T6M_30_1_slice0.pkl,val_green,2,227,281.23
T6M_30_1_slice0.pkl,val_green,2,228,287.46
T6M_30_1_slice0.pkl,val_green,2,229,290.55
T6M_30_1_slice0.pkl,val_green,2,230,297.35
T6M_30_1_slice0.pkl,val_green,2,231,302.9
T6M_30_1_slice0.pkl,val_green,2,232,309.75
T6M_30_1_slice0.pkl,val_green,2,233,312.86
T6M_30_1_slice0.pkl,val_green,2,234,308.42
T6M_30_1_slice0.pkl,val_green,2,235,312.43
T6M_30_1_slice0.pkl,val_green,2,236,311.47
T6M_30_1_slice0.pkl,val_green,2,237,312.4
T6M_30_1_slice0.pkl,val_green,2,238,312.52
T6M_30_1_slice0.pkl,val_green,2,239,311.5
T6M_30_1_slice0.pkl,val_green,2,240,302.76
T6M_30_1_slice0.pkl,val_green,2,241,302.48
T6M_30_1_slice0.pkl,val_green,2,242,302.97
T6M_30_1_slice0.pkl,val_green,2,243,302.68
T6M_30_2_slice10.pkl,val_green,0,0,282
T6M_30_2_slice10.pkl,val_green,0,1,260.86
T6M_30_2_slice10.pkl,val_green,0,2,249.74
T6M_30_2_slice10.pkl,val_green,0,3,278.21
T6M_30_2_slice10.pkl,val_green,0,4,269.45
T6M_30_2_slice10.pkl,val_green,0,5,270.6
T6M_30_2_slice10.pkl,val_green,0,6,252.84
T6M_30_2_slice10.pkl,val_green,0,7,250.82
T6M_30_2_slice10.pkl,val_green,0,8,287.85
T6M_30_2_slice10.pkl,val_green,0,9,268.3
T6M_30_2_slice10.pkl,val_green,0,10,270.84
T6M_30_2_slice10.pkl,val_green,0,11,273.84
T6M_30_2_slice10.pkl,val_green,0,12,255.29
T6M_30_2_slice10.pkl,val_green,0,13,258.23
T6M_30_2_slice10.pkl,val_green,0,14,241.77
T6M_30_2_slice10.pkl,val_green,0,15,251.08
T6M_30_2_slice10.pkl,val_green,0,16,243.94
T6M_30_2_slice10.pkl,val_green,0,17,232.36
T6M_30_2_slice10.pkl,val_green,0,18,229.31
T6M_30_2_slice10.pkl,val_green,0,19,218.74
T6M_30_2_slice10.pkl,val_green,0,20,201.45
T6M_30_2_slice10.pkl,val_green,0,21,201.5
T6M_30_2_slice10.pkl,val_green,0,22,181.13
T6M_30_2_slice10.pkl,val_green,0,23,167.5
T6M_30_2_slice10.pkl,val_green,0,24,148.01
T6M_30_2_slice10.pkl,val_green,0,25,129.39
T6M_30_2_slice10.pkl,val_green,0,26,113.95
T6M_30_2_slice10.pkl,val_green,0,27,99.9
T6M_30_2_slice10.pkl,val_green,0,28,81.85
T6M_30_2_slice10.pkl,val_green,0,29,71.73
T6M_30_2_slice10.pkl,val_green,0,30,63.3
T6M_30_2_slice10.pkl,val_green,0,31,54.64
T6M_30_2_slice10.pkl,val_green,0,32,51.47
T6M_30_2_slice10.pkl,val_green,0,33,45.38
T6M_30_2_slice10.pkl,val_green,0,34,39.52
T6M_30_2_slice10.pkl,val_green,0,35,37.03
T6M_30_2_slice10.pkl,val_green,0,36,32.5
T6M_30_2_slice10.pkl,val_green,0,37,30.11
T6M_30_2_slice10.pkl,val_green,0,38,27.31
T6M_30_2_slice10.pkl,val_green,0,39,23.74
T6M_30_2_slice10.pkl,val_green,0,40,23.53
T6M_30_2_slice10.pkl,val_green,0,41,19.31
T6M_30_2_slice10.pkl,val_green,0,42,20.08
T6M_30_2_slice10.pkl,val_green,0,43,20.08
T6M_30_2_slice10.pkl,val_green,0,44,17.85
T6M_30_2_slice10.pkl,val_green,0,45,16.06
T6M_30_2_slice10.pkl,val_green,0,46,17.21
T6M_30_2_slice10.pkl,val_green,0,47,17.67
T6M_30_2_slice10.pkl,val_green,0,48,15.74
T6M_30_2_slice10.pkl,val_green,0,49,17.62
T6M_30_2_slice10.pkl,val_green,0,50,17.13
T6M_30_2_slice10.pkl,val_green,0,51,17.95
T6M_30_2_slice10.pkl,val_green,0,52,15.78
T6M_30_2_slice10.pkl,val_green,0,53,16.14
T6M_30_2_slice10.pkl,val_green,0,54,15.79
T6M_30_2_slice10.pkl,val_green,0,55,19.08
T6M_30_2_slice10.pkl,val_green,0,56,16.71
T6M_30_2_slice10.pkl,val_green,0,57,17.68
T6M_30_2_slice10.pkl,val_green,0,58,17.53
T6M_30_2_slice10.pkl,val_green,0,59,17.74
T6M_30_2_slice10.pkl,val_green,0,60,14.95
T6M_30_2_slice10.pkl,val_green,0,61,17.07
T6M_30_2_slice10.pkl,val_green,0,62,16.27
T6M_30_2_slice10.pkl,val_green,0,63,17.63
T6M_30_2_slice10.pkl,val_green,0,64,16.79
T6M_30_2_slice10.pkl,val_green,0,65,17.49
T6M_30_2_slice10.pkl,val_green,0,66,17.22
T6M_30_2_slice10.pkl,val_green,0,67,17.5
T6M_30_2_slice10.pkl,val_green,0,68,18.32
T6M_30_2_slice10.pkl,val_green,0,69,18.24
T6M_30_2_slice10.pkl,val_green,0,70,20.06
T6M_30_2_slice10.pkl,val_green,0,71,20.12
T6M_30_2_slice10.pkl,val_green,0,72,20.1
T6M_30_2_slice10.pkl,val_green,0,73,20.57
T6M_30_2_slice10.pkl,val_green,0,74,21.57
T6M_30_2_slice10.pkl,val_green,0,75,22.56
T6M_30_2_slice10.pkl,val_green,0,76,21.65
T6M_30_2_slice10.pkl,val_green,0,77,23.51
T6M_30_2_slice10.pkl,val_green,0,78,26.25
T6M_30_2_slice10.pkl,val_green,0,79,26.32
T6M_30_2_slice10.pkl,val_green,0,80,28.54
T6M_30_2_slice10.pkl,val_green,0,81,29.79
T6M_30_2_slice10.pkl,val_green,0,82,33.4
T6M_30_2_slice10.pkl,val_green,0,83,35.6
T6M_30_2_slice10.pkl,val_green,0,84,37.96
T6M_30_2_slice10.pkl,val_green,0,85,39.73
T6M_30_2_slice10.pkl,val_green,0,86,42.06
T6M_30_2_slice10.pkl,val_green,0,87,45.31
T6M_30_2_slice10.pkl,val_green,0,88,44.06
T6M_30_2_slice10.pkl,val_green,0,89,47.12
T6M_30_2_slice10.pkl,val_green,0,90,49.84
T6M_30_2_slice10.pkl,val_green,0,91,54.49
T6M_30_2_slice10.pkl,val_green,0,92,54.56
T6M_30_2_slice10.pkl,val_green,0,93,59.03
T6M_30_2_slice10.pkl,val_green,0,94,65.06
T6M_30_2_slice10.pkl,val_green,0,95,69.92
T6M_30_2_slice10.pkl,val_green,0,96,72.02
T6M_30_2_slice10.pkl,val_green,0,97,80.55
T6M_30_2_slice10.pkl,val_green,0,98,82.93
T6M_30_2_slice10.pkl,val_green,0,99,84.25
T6M_30_2_slice10.pkl,val_green,0,100,87.89
T6M_30_2_slice10.pkl,val_green,0,101,91.26
T6M_30_2_slice10.pkl,val_green,0,102,95.98
T6M_30_2_slice10.pkl,val_green,0,103,97.44
T6M_30_2_slice10.pkl,val_green,0,104,100.49
T6M_30_2_slice10.pkl,val_green,0,105,101.47
T6M_30_2_slice10.pkl,val_green,0,106,104.42
T6M_30_2_slice10.pkl,val_green,0,107,104.83
T6M_30_2_slice10.pkl,val_green,0,108,109.62
T6M_30_2_slice10.pkl,val_green,0,109,110.91
T6M_30_2_slice10.pkl,val_green,0,110,111.67
T6M_30_2_slice10.pkl,val_green,0,111,113.44
T6M_30_2_slice10.pkl,val_green,0,112,115.01
T6M_30_2_slice10.pkl,val_green,0,113,117.86
T6M_30_2_slice10.pkl,val_green,0,114,115.75
T6M_30_2_slice10.pkl,val_green,0,115,119.61
T6M_30_2_slice10.pkl,val_green,0,116,119.51
T6M_30_2_slice10.pkl,val_green,0,117,124.98
T6M_30_2_slice10.pkl,val_green,0,118,124.48
T6M_30_2_slice10.pkl,val_green,0,119,130.64
T6M_30_2_slice10.pkl,val_green,0,120,132.17
T6M_30_2_slice10.pkl,val_green,0,121,134.3
T6M_30_2_slice10.pkl,val_green,0,122,134.53
T6M_30_2_slice10.pkl,val_green,0,123,136.13
T6M_30_2_slice10.pkl,val_green,0,124,136.68
T6M_30_2_slice10.pkl,val_green,0,125,131.78
T6M_30_2_slice10.pkl,val_green,0,126,131.26
T6M_30_2_slice10.pkl,val_green,0,127,123.8
T6M_30_2_slice10.pkl,val_green,0,128,119.83
T6M_30_2_slice10.pkl,val_green,0,129,119.31
T6M_30_2_slice10.pkl,val_green,0,130,111.73
T6M_30_2_slice10.pkl,val_green,0,131,104.62
T6M_30_2_slice10.pkl,val_green,0,132,98.81
T6M_30_2_slice10.pkl,val_green,0,133,94.41
T6M_30_2_slice10.pkl,val_green,0,134,87.68
T6M_30_2_slice10.pkl,val_green,0,135,82.94
T6M_30_2_slice10.pkl,val_green,0,136,80.74
T6M_30_2_slice10.pkl,val_green,0,137,76.32
T6M_30_2_slice10.pkl,val_green,0,138,70.83
T6M_30_2_slice10.pkl,val_green,0,139,67.43
T6M_30_2_slice10.pkl,val_green,0,140,60.46
T6M_30_2_slice10.pkl,val_green,0,141,55.95
T6M_30_2_slice10.pkl,val_green,0,142,52.41
T6M_30_2_slice10.pkl,val_green,0,143,49.61
T6M_30_2_slice10.pkl,val_green,0,144,47.08
T6M_30_2_slice10.pkl,val_green,0,145,43.63
T6M_30_2_slice10.pkl,val_green,0,146,44.77
T6M_30_2_slice10.pkl,val_green,0,147,43.98
T6M_30_2_slice10.pkl,val_green,0,148,42.9
T6M_30_2_slice10.pkl,val_green,0,149,43.84
T6M_30_2_slice10.pkl,val_green,0,150,44.6
T6M_30_2_slice10.pkl,val_green,0,151,46.31
T6M_30_2_slice10.pkl,val_green,0,152,45.92
T6M_30_2_slice10.pkl,val_green,0,153,46.14
T6M_30_2_slice10.pkl,val_green,0,154,47
T6M_30_2_slice10.pkl,val_green,0,155,49.4
T6M_30_2_slice10.pkl,val_green,0,156,54.53
T6M_30_2_slice10.pkl,val_green,0,157,57.86
T6M_30_2_slice10.pkl,val_green,0,158,61.02
T6M_30_2_slice10.pkl,val_green,0,159,67.38
T6M_30_2_slice10.pkl,val_green,0,160,73.49
T6M_30_2_slice10.pkl,val_green,0,161,81.78
T6M_30_2_slice10.pkl,val_green,0,162,89
T6M_30_2_slice10.pkl,val_green,0,163,93.08
T6M_30_2_slice10.pkl,val_green,0,164,101.58
T6M_30_2_slice10.pkl,val_green,0,165,109.99
T6M_30_2_slice10.pkl,val_green,0,166,117.81
T6M_30_2_slice10.pkl,val_green,0,167,125.04
T6M_30_2_slice10.pkl,val_green,0,168,130.98
T6M_30_2_slice10.pkl,val_green,0,169,137.48
T6M_30_2_slice10.pkl,val_green,0,170,145.37
T6M_30_2_slice10.pkl,val_green,0,171,150.52
T6M_30_2_slice10.pkl,val_green,0,172,151.92
T6M_30_2_slice10.pkl,val_green,0,173,157.09
T6M_30_2_slice10.pkl,val_green,0,174,156.27
T6M_30_2_slice10.pkl,val_green,0,175,156.66
T6M_30_2_slice10.pkl,val_green,0,176,156.12
T6M_30_2_slice10.pkl,val_green,0,177,156.75
T6M_30_2_slice10.pkl,val_green,0,178,156.31
T6M_30_2_slice10.pkl,val_green,0,179,159.15
T6M_30_2_slice10.pkl,val_green,0,180,157.08
T6M_30_2_slice10.pkl,val_green,0,181,157.99
T6M_30_2_slice10.pkl,val_green,0,182,156.81
T6M_30_2_slice10.pkl,val_green,0,183,155.14
T6M_30_2_slice10.pkl,val_green,0,184,153.92
T6M_30_2_slice10.pkl,val_green,0,185,152.76
T6M_30_2_slice10.pkl,val_green,0,186,151.2
T6M_30_2_slice10.pkl,val_green,0,187,149.64
T6M_30_2_slice10.pkl,val_green,0,188,148.28
T6M_30_2_slice10.pkl,val_green,0,189,144.93
T6M_30_2_slice10.pkl,val_green,0,190,143.94
T6M_30_2_slice10.pkl,val_green,0,191,141.45
T6M_30_2_slice10.pkl,val_green,0,192,139.41
T6M_30_2_slice10.pkl,val_green,0,193,135.58
T6M_30_2_slice10.pkl,val_green,0,194,133.63
T6M_30_2_slice10.pkl,val_green,0,195,128.95
T6M_30_2_slice10.pkl,val_green,0,196,125.63
T6M_30_2_slice10.pkl,val_green,0,197,122.43
T6M_30_2_slice10.pkl,val_green,0,198,123.1
T6M_30_2_slice10.pkl,val_green,0,199,120.63
T6M_30_2_slice10.pkl,val_green,0,200,120.19
T6M_30_2_slice10.pkl,val_green,0,201,118.92
T6M_30_2_slice10.pkl,val_green,0,202,120.5
T6M_30_2_slice10.pkl,val_green,0,203,121.22
T6M_30_2_slice10.pkl,val_green,0,204,120.1
T6M_30_2_slice10.pkl,val_green,0,205,120.57
T6M_30_2_slice10.pkl,val_green,0,206,118.19
T6M_30_2_slice10.pkl,val_green,0,207,119.74
T6M_30_2_slice10.pkl,val_green,0,208,119.91
T6M_30_2_slice10.pkl,val_green,0,209,119.21
T6M_30_2_slice10.pkl,val_green,0,210,120.3
T6M_30_2_slice10.pkl,val_green,0,211,119.43
T6M_30_2_slice10.pkl,val_green,0,212,117.15
T6M_30_2_slice10.pkl,val_green,0,213,117.64
T6M_30_2_slice10.pkl,val_green,0,214,118.75
T6M_30_2_slice10.pkl,val_green,0,215,117.03
T6M_30_2_slice10.pkl,val_green,0,216,116.47
T6M_30_2_slice10.pkl,val_green,0,217,115.84
T6M_30_2_slice10.pkl,val_green,0,218,115.71
T6M_30_2_slice10.pkl,val_green,0,219,110.54
T6M_30_2_slice10.pkl,val_green,0,220,111.02
T6M_30_2_slice10.pkl,val_green,0,221,106.41
T6M_30_2_slice10.pkl,val_green,0,222,103.31
T6M_30_2_slice10.pkl,val_green,0,223,101.85
T6M_30_2_slice10.pkl,val_green,0,224,96.83
T6M_30_2_slice10.pkl,val_green,0,225,93.19
T6M_30_2_slice10.pkl,val_green,0,226,89.99
T6M_30_2_slice10.pkl,val_green,0,227,86.72
T6M_30_2_slice10.pkl,val_green,0,228,83.2
T6M_30_2_slice10.pkl,val_green,0,229,80.05
T6M_30_2_slice10.pkl,val_green,0,230,77.07
T6M_30_2_slice10.pkl,val_green,0,231,72.28
T6M_30_2_slice10.pkl,val_green,0,232,69.65
T6M_30_2_slice10.pkl,val_green,0,233,66.23
T6M_30_2_slice10.pkl,val_green,0,234,65.99
T6M_30_2_slice10.pkl,val_green,0,235,62.83
T6M_30_2_slice10.pkl,val_green,0,236,64.04
T6M_30_2_slice10.pkl,val_green,0,237,62.84
T6M_30_2_slice10.pkl,val_green,0,238,60.38
T6M_30_2_slice10.pkl,val_green,0,239,62.74
T6M_30_2_slice10.pkl,val_green,0,240,58.66
T6M_30_2_slice10.pkl,val_green,0,241,60.58
T6M_30_2_slice10.pkl,val_green,0,242,60.42
T6M_30_2_slice10.pkl,val_green,0,243,60.94
T6M_30_1_slice4.pkl,val_green,2,0,286
T6M_30_1_slice4.pkl,val_green,2,1,279.49
T6M_30_1_slice4.pkl,val_green,2,2,274.66
T6M_30_1_slice4.pkl,val_green,2,3,316.57
T6M_30_1_slice4.pkl,val_green,2,4,296.61
T6M_30_1_slice4.pkl,val_green,2,5,294.08
T6M_30_1_slice4.pkl,val_green,2,6,275.13
T6M_30_1_slice4.pkl,val_green,2,7,268.08
T6M_30_1_slice4.pkl,val_green,2,8,273.86
T6M_30_1_slice4.pkl,val_green,2,9,268.53
T6M_30_1_slice4.pkl,val_green,2,10,243.22
T6M_30_1_slice4.pkl,val_green,2,11,226.01
T6M_30_1_slice4.pkl,val_green,2,12,208.04
T6M_30_1_slice4.pkl,val_green,2,13,181.6
T6M_30_1_slice4.pkl,val_green,2,14,178.93
T6M_30_1_slice4.pkl,val_green,2,15,167.75
T6M_30_1_slice4.pkl,val_green,2,16,167.29
T6M_30_1_slice4.pkl,val_green,2,17,190.38
T6M_30_1_slice4.pkl,val_green,2,18,190.08
T6M_30_1_slice4.pkl,val_green,2,19,205.97
T6M_30_1_slice4.pkl,val_green,2,20,212.77
T6M_30_1_slice4.pkl,val_green,2,21,233.75
T6M_30_1_slice4.pkl,val_green,2,22,231.19
T6M_30_1_slice4.pkl,val_green,2,23,243.05
T6M_30_1_slice4.pkl,val_green,2,24,260.06
T6M_30_1_slice4.pkl,val_green,2,25,257.65
T6M_30_1_slice4.pkl,val_green,2,26,263.77
T6M_30_1_slice4.pkl,val_green,2,27,264.87
T6M_30_1_slice4.pkl,val_green,2,28,264.1
T6M_30_1_slice4.pkl,val_green,2,29,273.84
T6M_30_1_slice4.pkl,val_green,2,30,274.51
T6M_30_1_slice4.pkl,val_green,2,31,284.12
T6M_30_1_slice4.pkl,val_green,2,32,288.15
T6M_30_1_slice4.pkl,val_green,2,33,288.89
T6M_30_1_slice4.pkl,val_green,2,34,289.04
T6M_30_1_slice4.pkl,val_green,2,35,291.02
T6M_30_1_slice4.pkl,val_green,2,36,283.56
T6M_30_1_slice4.pkl,val_green,2,37,275.81
T6M_30_1_slice4.pkl,val_green,2,38,266.47
T6M_30_1_slice4.pkl,val_green,2,39,250.94
T6M_30_1_slice4.pkl,val_green,2,40,240.63
T6M_30_1_slice4.pkl,val_green,2,41,224.78
T6M_30_1_slice4.pkl,val_green,2,42,217.47
T6M_30_1_slice4.pkl,val_green,2,43,201.53
T6M_30_1_slice4.pkl,val_green,2,44,194.94
T6M_30_1_slice4.pkl,val_green,2,45,179.67
T6M_30_1_slice4.pkl,val_green,2,46,163.17
T6M_30_1_slice4.pkl,val_green,2,47,149.8
T6M_30_1_slice4.pkl,val_green,2,48,138.6
T6M_30_1_slice4.pkl,val_green,2,49,125.48
T6M_30_1_slice4.pkl,val_green,2,50,120.49
T6M_30_1_slice4.pkl,val_green,2,51,119.45
T6M_30_1_slice4.pkl,val_green,2,52,111.16
T6M_30_1_slice4.pkl,val_green,2,53,110.34
T6M_30_1_slice4.pkl,val_green,2,54,108.18
T6M_30_1_slice4.pkl,val_green,2,55,111.5
T6M_30_1_slice4.pkl,val_green,2,56,111.41
T6M_30_1_slice4.pkl,val_green,2,57,113.24
T6M_30_1_slice4.pkl,val_green,2,58,111.86
T6M_30_1_slice4.pkl,val_green,2,59,109.6
T6M_30_1_slice4.pkl,val_green,2,60,112.01
T6M_30_1_slice4.pkl,val_green,2,61,116.81
T6M_30_1_slice4.pkl,val_green,2,62,124.4
T6M_30_1_slice4.pkl,val_green,2,63,132.31
T6M_30_1_slice4.pkl,val_green,2,64,144.41
T6M_30_1_slice4.pkl,val_green,2,65,157.3
T6M_30_1_slice4.pkl,val_green,2,66,169.79
T6M_30_1_slice4.pkl,val_green,2,67,179.69
T6M_30_1_slice4.pkl,val_green,2,68,189.02
T6M_30_1_slice4.pkl,val_green,2,69,201.95
T6M_30_1_slice4.pkl,val_green,2,70,207.8
T6M_30_1_slice4.pkl,val_green,2,71,220.99
T6M_30_1_slice4.pkl,val_green,2,72,242.7
T6M_30_1_slice4.pkl,val_green,2,73,250.21
T6M_30_1_slice4.pkl,val_green,2,74,259.99
T6M_30_1_slice4.pkl,val_green,2,75,268.11
T6M_30_1_slice4.pkl,val_green,2,76,276.26
T6M_30_1_slice4.pkl,val_green,2,77,289.9
T6M_30_1_slice4.pkl,val_green,2,78,290.39
T6M_30_1_slice4.pkl,val_green,2,79,293.23
T6M_30_1_slice4.pkl,val_green,2,80,292.12
T6M_30_1_slice4.pkl,val_green,2,81,284.29
T6M_30_1_slice4.pkl,val_green,2,82,281.44
T6M_30_1_slice4.pkl,val_green,2,83,273.8
T6M_30_1_slice4.pkl,val_green,2,84,265.69
T6M_30_1_slice4.pkl,val_green,2,85,254.48
T6M_30_1_slice4.pkl,val_green,2,86,249.78
T6M_30_1_slice4.pkl,val_green,2,87,251.52
T6M_30_1_slice4.pkl,val_green,2,88,246.15
T6M_30_1_slice4.pkl,val_green,2,89,246.36
T6M_30_1_slice4.pkl,val_green,2,90,247.82
T6M_30_1_slice4.pkl,val_green,2,91,244.55
T6M_30_1_slice4.pkl,val_green,2,92,246.54
T6M_30_1_slice4.pkl,val_green,2,93,248.66
T6M_30_1_slice4.pkl,val_green,2,94,248.06
T6M_30_1_slice4.pkl,val_green,2,95,251.16
T6M_30_1_slice4.pkl,val_green,2,96,253.59
T6M_30_1_slice4.pkl,val_green,2,97,257.6
T6M_30_1_slice4.pkl,val_green,2,98,256.54
T6M_30_1_slice4.pkl,val_green,2,99,264.41
T6M_30_1_slice4.pkl,val_green,2,100,270.35
T6M_30_1_slice4.pkl,val_green,2,101,277.2
T6M_30_1_slice4.pkl,val_green,2,102,285.22
T6M_30_1_slice4.pkl,val_green,2,103,292.5
T6M_30_1_slice4.pkl,val_green,2,104,298.36
T6M_30_1_slice4.pkl,val_green,2,105,304.56
T6M_30_1_slice4.pkl,val_green,2,106,297.07
T6M_30_1_slice4.pkl,val_green,2,107,296.84
T6M_30_1_slice4.pkl,val_green,2,108,297.29
T6M_30_1_slice4.pkl,val_green,2,109,289.09
T6M_30_1_slice4.pkl,val_green,2,110,286.32
T6M_30_1_slice4.pkl,val_green,2,111,284.3
T6M_30_1_slice4.pkl,val_green,2,112,281.58
T6M_30_1_slice4.pkl,val_green,2,113,273.85
T6M_30_1_slice4.pkl,val_green,2,114,275.48
T6M_30_1_slice4.pkl,val_green,2,115,277.58
T6M_30_1_slice4.pkl,val_green,2,116,281.59
T6M_30_1_slice4.pkl,val_green,2,117,280.59
T6M_30_1_slice4.pkl,val_green,2,118,292.5
T6M_30_1_slice4.pkl,val_green,2,119,290.54
T6M_30_1_slice4.pkl,val_green,2,120,293.75
T6M_30_1_slice4.pkl,val_green,2,121,292.02
T6M_30_1_slice4.pkl,val_green,2,122,291.92
T6M_30_1_slice4.pkl,val_green,2,123,291.94
T6M_30_1_slice4.pkl,val_green,2,124,283.24
T6M_30_1_slice4.pkl,val_green,2,125,283.03
T6M_30_1_slice4.pkl,val_green,2,126,282.1
T6M_30_1_slice4.pkl,val_green,2,127,284.29
T6M_30_1_slice4.pkl,val_green,2,128,283.68
T6M_30_1_slice4.pkl,val_green,2,129,281.28
T6M_30_1_slice4.pkl,val_green,2,130,291.2
T6M_30_1_slice4.pkl,val_green,2,131,291.53
T6M_30_1_slice4.pkl,val_green,2,132,295.89
T6M_30_1_slice4.pkl,val_green,2,133,302.12
T6M_30_1_slice4.pkl,val_green,2,134,300.85
T6M_30_1_slice4.pkl,val_green,2,135,298.69
T6M_30_1_slice4.pkl,val_green,2,136,298.4
T6M_30_1_slice4.pkl,val_green,2,137,295.74
T6M_30_1_slice4.pkl,val_green,2,138,291.59
T6M_30_1_slice4.pkl,val_green,2,139,286.16
T6M_30_1_slice4.pkl,val_green,2,140,278.18
T6M_30_1_slice4.pkl,val_green,2,141,274.77
T6M_30_1_slice4.pkl,val_green,2,142,269.72
T6M_30_1_slice4.pkl,val_green,2,143,267.4
T6M_30_1_slice4.pkl,val_green,2,144,259.43
T6M_30_1_slice4.pkl,val_green,2,145,262.1
T6M_30_1_slice4.pkl,val_green,2,146,266.32
T6M_30_1_slice4.pkl,val_green,2,147,270.79
T6M_30_1_slice4.pkl,val_green,2,148,273.98
T6M_30_1_slice4.pkl,val_green,2,149,279.53
T6M_30_1_slice4.pkl,val_green,2,150,276.72
T6M_30_1_slice4.pkl,val_green,2,151,273.34
T6M_30_1_slice4.pkl,val_green,2,152,278.03
T6M_30_1_slice4.pkl,val_green,2,153,278.5
T6M_30_1_slice4.pkl,val_green,2,154,274.03
T6M_30_1_slice4.pkl,val_green,2,155,272.14
T6M_30_1_slice4.pkl,val_green,2,156,268.53
T6M_30_1_slice4.pkl,val_green,2,157,271.11
T6M_30_1_slice4.pkl,val_green,2,158,270.41
T6M_30_1_slice4.pkl,val_green,2,159,265.43
T6M_30_1_slice4.pkl,val_green,2,160,258.94
T6M_30_1_slice4.pkl,val_green,2,161,256.16
T6M_30_1_slice4.pkl,val_green,2,162,254.78
T6M_30_1_slice4.pkl,val_green,2,163,253.17
T6M_30_1_slice4.pkl,val_green,2,164,250.94
T6M_30_1_slice4.pkl,val_green,2,165,247.86
