slices,colour,cluster,r,value
T6M_30_2_slice6.pkl,val_red,6,124,181.63
T6M_30_2_slice6.pkl,val_red,6,125,181.8
T6M_30_2_slice6.pkl,val_red,6,126,183.31
T6M_30_2_slice6.pkl,val_red,6,127,180.86
T6M_30_2_slice6.pkl,val_red,6,128,180.33
T6M_30_2_slice6.pkl,val_red,6,129,178.13
T6M_30_2_slice6.pkl,val_red,6,130,173
T6M_30_2_slice6.pkl,val_red,6,131,169.74
T6M_30_2_slice6.pkl,val_red,6,132,161.62
T6M_30_2_slice6.pkl,val_red,6,133,154.22
T6M_30_2_slice6.pkl,val_red,6,134,145.94
T6M_30_2_slice6.pkl,val_red,6,135,137.32
T6M_30_2_slice6.pkl,val_red,6,136,129.02
T6M_30_2_slice6.pkl,val_red,6,137,122.76
T6M_30_2_slice6.pkl,val_red,6,138,117.54
T6M_30_2_slice6.pkl,val_red,6,139,111.89
T6M_30_2_slice6.pkl,val_red,6,140,108.56
T6M_30_2_slice6.pkl,val_red,6,141,109.3
T6M_30_2_slice6.pkl,val_red,6,142,109.66
T6M_30_2_slice6.pkl,val_red,6,143,115.94
T6M_30_2_slice6.pkl,val_red,6,144,120.27
T6M_30_2_slice6.pkl,val_red,6,145,124.85
T6M_30_2_slice6.pkl,val_red,6,146,135.53
T6M_30_2_slice6.pkl,val_red,6,147,146.96
T6M_30_2_slice6.pkl,val_red,6,148,154.8
T6M_30_2_slice6.pkl,val_red,6,149,163.05
T6M_30_2_slice6.pkl,val_red,6,150,173.09
T6M_30_2_slice6.pkl,val_red,6,151,183.68
T6M_30_2_slice6.pkl,val_red,6,152,192.3
T6M_30_2_slice6.pkl,val_red,6,153,197.83
T6M_30_2_slice6.pkl,val_red,6,154,206.88
T6M_30_2_slice6.pkl,val_red,6,155,214.32
T6M_30_2_slice6.pkl,val_red,6,156,214.19
T6M_30_2_slice6.pkl,val_red,6,157,221.82
T6M_30_2_slice6.pkl,val_red,6,158,218.79
T6M_30_2_slice6.pkl,val_red,6,159,215.33
T6M_30_2_slice6.pkl,val_red,6,160,214.31
T6M_30_2_slice6.pkl,val_red,6,161,214.88
T6M_30_2_slice6.pkl,val_red,6,162,215.33
T6M_30_2_slice6.pkl,val_red,6,163,206.1
T6M_30_2_slice6.pkl,val_red,6,164,202.72
T6M_30_2_slice6.pkl,val_red,6,165,206.8
T6M_30_2_slice6.pkl,val_red,6,166,206.32
T6M_30_2_slice6.pkl,val_red,6,167,208.34
T6M_30_2_slice6.pkl,val_red,6,168,208.38
T6M_30_2_slice6.pkl,val_red,6,169,207.57
T6M_30_2_slice6.pkl,val_red,6,170,210.05
T6M_30_2_slice6.pkl,val_red,6,171,213.1
T6M_30_2_slice6.pkl,val_red,6,172,220.26
T6M_30_2_slice6.pkl,val_red,6,173,222.63
T6M_30_2_slice6.pkl,val_red,6,174,225.46
T6M_30_2_slice6.pkl,val_red,6,175,223.66
T6M_30_2_slice6.pkl,val_red,6,176,221.56
T6M_30_2_slice6.pkl,val_red,6,177,220.76
T6M_30_2_slice6.pkl,val_red,6,178,210.68
T6M_30_2_slice6.pkl,val_red,6,179,206.99
T6M_30_2_slice6.pkl,val_red,6,180,194.25
T6M_30_2_slice6.pkl,val_red,6,181,182.97
T6M_30_2_slice6.pkl,val_red,6,182,174.09
T6M_30_2_slice6.pkl,val_red,6,183,166.66
T6M_30_2_slice6.pkl,val_red,6,184,155.97
T6M_30_2_slice6.pkl,val_red,6,185,144.51
T6M_30_2_slice6.pkl,val_red,6,186,136.77
T6M_30_2_slice6.pkl,val_red,6,187,130.16
T6M_30_2_slice6.pkl,val_red,6,188,124.05
T6M_30_2_slice6.pkl,val_red,6,189,121.9
T6M_30_2_slice6.pkl,val_red,6,190,122.49
T6M_30_2_slice6.pkl,val_red,6,191,123.64
T6M_30_2_slice6.pkl,val_red,6,192,125.29
T6M_30_2_slice6.pkl,val_red,6,193,127.86
T6M_30_2_slice6.pkl,val_red,6,194,129.29
T6M_30_2_slice6.pkl,val_red,6,195,132.16
T6M_30_2_slice6.pkl,val_red,6,196,133.83
T6M_30_2_slice6.pkl,val_red,6,197,134.37
T6M_30_2_slice6.pkl,val_red,6,198,133.57
T6M_30_2_slice6.pkl,val_red,6,199,132.68
T6M_30_2_slice6.pkl,val_red,6,200,131.7
T6M_30_2_slice6.pkl,val_red,6,201,129.57
T6M_30_2_slice6.pkl,val_red,6,202,128.63
T6M_30_2_slice6.pkl,val_red,6,203,123.32
T6M_30_2_slice6.pkl,val_red,6,204,121.51
T6M_30_2_slice6.pkl,val_red,6,205,121.48
T6M_30_2_slice6.pkl,val_red,6,206,117.93
T6M_30_2_slice6.pkl,val_red,6,207,116.43
T6M_30_2_slice6.pkl,val_red,6,208,115.83
T6M_30_2_slice6.pkl,val_red,6,209,117.42
T6M_30_2_slice6.pkl,val_red,6,210,117.47
T6M_30_2_slice6.pkl,val_red,6,211,120.49
T6M_30_2_slice6.pkl,val_red,6,212,122.23
T6M_30_2_slice6.pkl,val_red,6,213,127.04
T6M_30_2_slice6.pkl,val_red,6,214,130.55
T6M_30_2_slice6.pkl,val_red,6,215,133.14
T6M_30_2_slice6.pkl,val_red,6,216,138.61
T6M_30_2_slice6.pkl,val_red,6,217,141.28
T6M_30_2_slice6.pkl,val_red,6,218,143.46
T6M_30_2_slice6.pkl,val_red,6,219,146.38
T6M_30_2_slice6.pkl,val_red,6,220,147.09
T6M_30_2_slice6.pkl,val_red,6,221,150.29
T6M_30_2_slice6.pkl,val_red,6,222,152.4
T6M_30_2_slice6.pkl,val_red,6,223,153.26
T6M_30_2_slice6.pkl,val_red,6,224,156.24
T6M_30_2_slice6.pkl,val_red,6,225,155.69
T6M_30_2_slice6.pkl,val_red,6,226,159.59
T6M_30_2_slice6.pkl,val_red,6,227,161.84
T6M_30_2_slice6.pkl,val_red,6,228,164.21
T6M_30_2_slice6.pkl,val_red,6,229,167.47
T6M_30_2_slice6.pkl,val_red,6,230,171.55
T6M_30_2_slice6.pkl,val_red,6,231,173.77
T6M_30_2_slice6.pkl,val_red,6,232,176.13
T6M_30_2_slice6.pkl,val_red,6,233,179.36
T6M_30_2_slice6.pkl,val_red,6,234,182.83
T6M_30_2_slice6.pkl,val_red,6,235,184.08
T6M_30_2_slice6.pkl,val_red,6,236,183.41
T6M_30_2_slice6.pkl,val_red,6,237,183.56
T6M_30_2_slice6.pkl,val_red,6,238,179.94
T6M_30_2_slice6.pkl,val_red,6,239,175.56
T6M_30_2_slice6.pkl,val_red,6,240,170.01
T6M_30_2_slice6.pkl,val_red,6,241,162.57
T6M_30_2_slice6.pkl,val_red,6,242,155.2
T6M_30_2_slice6.pkl,val_red,6,243,147.42
T6M_29_1_slice10.pkl,val_red,0,0,22
T6M_29_1_slice10.pkl,val_red,0,1,18.03
T6M_29_1_slice10.pkl,val_red,0,2,16.84
T6M_29_1_slice10.pkl,val_red,0,3,20.42
T6M_29_1_slice10.pkl,val_red,0,4,22.42
T6M_29_1_slice10.pkl,val_red,0,5,26.84
T6M_29_1_slice10.pkl,val_red,0,6,25.09
T6M_29_1_slice10.pkl,val_red,0,7,24.83
T6M_29_1_slice10.pkl,val_red,0,8,23.89
T6M_29_1_slice10.pkl,val_red,0,9,24.26
T6M_29_1_slice10.pkl,val_red,0,10,28.5
T6M_29_1_slice10.pkl,val_red,0,11,32.73
T6M_29_1_slice10.pkl,val_red,0,12,38.57
T6M_29_1_slice10.pkl,val_red,0,13,44.58
T6M_29_1_slice10.pkl,val_red,0,14,48.43
T6M_29_1_slice10.pkl,val_red,0,15,53.76
T6M_29_1_slice10.pkl,val_red,0,16,57.01
T6M_29_1_slice10.pkl,val_red,0,17,56.98
T6M_29_1_slice10.pkl,val_red,0,18,52.62
T6M_29_1_slice10.pkl,val_red,0,19,48.7
T6M_29_1_slice10.pkl,val_red,0,20,40.58
T6M_29_1_slice10.pkl,val_red,0,21,35.72
T6M_29_1_slice10.pkl,val_red,0,22,31.77
T6M_29_1_slice10.pkl,val_red,0,23,25.25
T6M_29_1_slice10.pkl,val_red,0,24,22.83
T6M_29_1_slice10.pkl,val_red,0,25,23.24
T6M_29_1_slice10.pkl,val_red,0,26,22.98
T6M_29_1_slice10.pkl,val_red,0,27,23.29
T6M_29_1_slice10.pkl,val_red,0,28,24.1
T6M_29_1_slice10.pkl,val_red,0,29,25.52
T6M_29_1_slice10.pkl,val_red,0,30,27.2
T6M_29_1_slice10.pkl,val_red,0,31,29.24
T6M_29_1_slice10.pkl,val_red,0,32,30.1
T6M_29_1_slice10.pkl,val_red,0,33,29.91
T6M_29_1_slice10.pkl,val_red,0,34,29.93
T6M_29_1_slice10.pkl,val_red,0,35,29.09
T6M_29_1_slice10.pkl,val_red,0,36,31.11
T6M_29_1_slice10.pkl,val_red,0,37,30.43
T6M_29_1_slice10.pkl,val_red,0,38,31.53
T6M_29_1_slice10.pkl,val_red,0,39,29.58
T6M_29_1_slice10.pkl,val_red,0,40,28.82
T6M_29_1_slice10.pkl,val_red,0,41,27.01
T6M_29_1_slice10.pkl,val_red,0,42,25.25
T6M_29_1_slice10.pkl,val_red,0,43,24.42
T6M_29_1_slice10.pkl,val_red,0,44,24.27
T6M_29_1_slice10.pkl,val_red,0,45,23.11
T6M_29_1_slice10.pkl,val_red,0,46,23.76
T6M_29_1_slice10.pkl,val_red,0,47,23.99
T6M_29_1_slice10.pkl,val_red,0,48,23.62
T6M_29_1_slice10.pkl,val_red,0,49,23.86
T6M_29_1_slice10.pkl,val_red,0,50,23.5
T6M_29_1_slice10.pkl,val_red,0,51,22.83
T6M_29_1_slice10.pkl,val_red,0,52,21.15
T6M_29_1_slice10.pkl,val_red,0,53,20.24
T6M_29_1_slice10.pkl,val_red,0,54,20.02
T6M_29_1_slice10.pkl,val_red,0,55,19.66
T6M_29_1_slice10.pkl,val_red,0,56,21.41
T6M_29_1_slice10.pkl,val_red,0,57,23.01
T6M_29_1_slice10.pkl,val_red,0,58,23.99
T6M_29_1_slice10.pkl,val_red,0,59,24.18
T6M_29_1_slice10.pkl,val_red,0,60,24.61
T6M_29_1_slice10.pkl,val_red,0,61,23.78
T6M_29_1_slice10.pkl,val_red,0,62,24.43
T6M_29_1_slice10.pkl,val_red,0,63,24.73
T6M_29_1_slice10.pkl,val_red,0,64,24.79
T6M_29_1_slice10.pkl,val_red,0,65,24.59
T6M_29_1_slice10.pkl,val_red,0,66,26.3
T6M_29_1_slice10.pkl,val_red,0,67,27.87
T6M_29_1_slice10.pkl,val_red,0,68,32.07
T6M_29_1_slice10.pkl,val_red,0,69,35.56
T6M_29_1_slice10.pkl,val_red,0,70,41.98
T6M_29_1_slice10.pkl,val_red,0,71,47.53
T6M_29_1_slice10.pkl,val_red,0,72,52.17
T6M_29_1_slice10.pkl,val_red,0,73,58.19
T6M_29_1_slice10.pkl,val_red,0,74,60.72
T6M_29_1_slice10.pkl,val_red,0,75,60.89
T6M_29_1_slice10.pkl,val_red,0,76,57.44
T6M_29_1_slice10.pkl,val_red,0,77,54.3
T6M_29_1_slice10.pkl,val_red,0,78,51.6
T6M_29_1_slice10.pkl,val_red,0,79,49
T6M_29_1_slice10.pkl,val_red,0,80,50.89
T6M_29_1_slice10.pkl,val_red,0,81,53.18
T6M_29_1_slice10.pkl,val_red,0,82,56.94
T6M_29_1_slice10.pkl,val_red,0,83,58.65
T6M_29_1_slice10.pkl,val_red,0,84,59.11
T6M_29_1_slice10.pkl,val_red,0,85,56.75
T6M_29_1_slice10.pkl,val_red,0,86,52.99
T6M_29_1_slice10.pkl,val_red,0,87,48.55
T6M_29_1_slice10.pkl,val_red,0,88,43.22
T6M_29_1_slice10.pkl,val_red,0,89,37.51
T6M_29_1_slice10.pkl,val_red,0,90,32.57
T6M_29_1_slice10.pkl,val_red,0,91,28.39
T6M_29_1_slice10.pkl,val_red,0,92,27.02
T6M_29_1_slice10.pkl,val_red,0,93,25.72
T6M_29_1_slice10.pkl,val_red,0,94,25.36
T6M_29_1_slice10.pkl,val_red,0,95,24.86
T6M_29_1_slice10.pkl,val_red,0,96,24.2
T6M_29_1_slice10.pkl,val_red,0,97,24.18
T6M_29_1_slice10.pkl,val_red,0,98,23.94
T6M_29_1_slice10.pkl,val_red,0,99,23.21
T6M_29_1_slice10.pkl,val_red,0,100,23.53
T6M_29_1_slice10.pkl,val_red,0,101,24
T6M_29_1_slice10.pkl,val_red,0,102,24.23
T6M_29_1_slice10.pkl,val_red,0,103,24.34
T6M_29_1_slice10.pkl,val_red,0,104,25.47
T6M_29_1_slice10.pkl,val_red,0,105,25.29
T6M_29_1_slice10.pkl,val_red,0,106,26.38
T6M_29_1_slice10.pkl,val_red,0,107,27.41
T6M_29_1_slice10.pkl,val_red,0,108,27.86
T6M_29_1_slice10.pkl,val_red,0,109,29.08
T6M_29_1_slice10.pkl,val_red,0,110,31.97
T6M_29_1_slice10.pkl,val_red,0,111,34
T6M_29_1_slice10.pkl,val_red,0,112,37.38
T6M_29_1_slice10.pkl,val_red,0,113,41.23
T6M_29_1_slice10.pkl,val_red,0,114,46.25
T6M_29_1_slice10.pkl,val_red,0,115,50.09
T6M_29_1_slice10.pkl,val_red,0,116,52.43
T6M_29_1_slice10.pkl,val_red,0,117,55.28
T6M_29_1_slice10.pkl,val_red,0,118,56.44
T6M_29_1_slice10.pkl,val_red,0,119,58.4
T6M_29_1_slice10.pkl,val_red,0,120,59.79
T6M_29_1_slice10.pkl,val_red,0,121,60.23
T6M_29_1_slice10.pkl,val_red,0,122,62.76
T6M_29_1_slice10.pkl,val_red,0,123,63.93
T6M_29_1_slice10.pkl,val_red,0,124,64.92
T6M_29_1_slice10.pkl,val_red,0,125,64.71
T6M_29_1_slice10.pkl,val_red,0,126,62.33
T6M_29_1_slice10.pkl,val_red,0,127,59.29
T6M_29_1_slice10.pkl,val_red,0,128,55.22
T6M_29_1_slice10.pkl,val_red,0,129,50.93
T6M_29_1_slice10.pkl,val_red,0,130,46.36
T6M_29_1_slice10.pkl,val_red,0,131,44.35
T6M_29_1_slice10.pkl,val_red,0,132,41.78
T6M_29_1_slice10.pkl,val_red,0,133,42.88
T6M_29_1_slice10.pkl,val_red,0,134,42.97
T6M_29_1_slice10.pkl,val_red,0,135,45.12
T6M_29_1_slice10.pkl,val_red,0,136,47.03
T6M_29_1_slice10.pkl,val_red,0,137,49.52
T6M_29_1_slice10.pkl,val_red,0,138,51.25
T6M_29_1_slice10.pkl,val_red,0,139,54.89
T6M_29_1_slice10.pkl,val_red,0,140,57.68
T6M_29_1_slice10.pkl,val_red,0,141,60.14
T6M_29_1_slice10.pkl,val_red,0,142,62.45
T6M_29_1_slice10.pkl,val_red,0,143,64.87
T6M_29_1_slice10.pkl,val_red,0,144,66.91
T6M_29_1_slice10.pkl,val_red,0,145,65.48
T6M_29_1_slice10.pkl,val_red,0,146,64.69
T6M_29_1_slice10.pkl,val_red,0,147,61.09
T6M_29_1_slice10.pkl,val_red,0,148,58.08
T6M_29_1_slice10.pkl,val_red,0,149,52.4
T6M_29_1_slice10.pkl,val_red,0,150,46.95
T6M_29_1_slice10.pkl,val_red,0,151,41.12
T6M_29_1_slice10.pkl,val_red,0,152,36.86
T6M_29_1_slice10.pkl,val_red,0,153,33.35
T6M_29_1_slice10.pkl,val_red,0,154,29.66
T6M_29_1_slice10.pkl,val_red,0,155,27.17
T6M_29_1_slice10.pkl,val_red,0,156,25.51
T6M_29_1_slice10.pkl,val_red,0,157,25.26
T6M_29_1_slice10.pkl,val_red,0,158,24.68
T6M_29_1_slice10.pkl,val_red,0,159,24.87
T6M_29_1_slice10.pkl,val_red,0,160,24.32
T6M_29_1_slice10.pkl,val_red,0,161,24.11
T6M_29_1_slice10.pkl,val_red,0,162,24.3
T6M_29_1_slice10.pkl,val_red,0,163,23.66
T6M_29_1_slice10.pkl,val_red,0,164,23.62
T6M_29_1_slice10.pkl,val_red,0,165,23.4
T6M_29_1_slice10.pkl,val_red,0,166,24.19
T6M_29_1_slice10.pkl,val_red,0,167,25.65
T6M_29_1_slice10.pkl,val_red,0,168,27.68
T6M_29_1_slice10.pkl,val_red,0,169,29.79
T6M_29_1_slice10.pkl,val_red,0,170,32.13
T6M_29_1_slice10.pkl,val_red,0,171,34.24
T6M_29_1_slice10.pkl,val_red,0,172,37.29
T6M_29_1_slice10.pkl,val_red,0,173,40.5
T6M_29_1_slice10.pkl,val_red,0,174,42.4
T6M_29_1_slice10.pkl,val_red,0,175,44.72
T6M_29_1_slice10.pkl,val_red,0,176,45.63
T6M_29_1_slice10.pkl,val_red,0,177,46.2
T6M_29_1_slice10.pkl,val_red,0,178,45.57
T6M_29_1_slice10.pkl,val_red,0,179,45
T6M_29_1_slice10.pkl,val_red,0,180,44.23
T6M_29_1_slice10.pkl,val_red,0,181,44.3
T6M_29_1_slice10.pkl,val_red,0,182,44.27
T6M_29_1_slice10.pkl,val_red,0,183,43.66
T6M_29_1_slice10.pkl,val_red,0,184,42.85
T6M_29_1_slice10.pkl,val_red,0,185,43.71
T6M_29_1_slice10.pkl,val_red,0,186,43.47
T6M_29_1_slice10.pkl,val_red,0,187,43.72
T6M_29_1_slice10.pkl,val_red,0,188,42.86
T6M_29_1_slice10.pkl,val_red,0,189,42.5
T6M_29_1_slice10.pkl,val_red,0,190,42.48
T6M_29_1_slice10.pkl,val_red,0,191,44.25
T6M_29_1_slice10.pkl,val_red,0,192,45.07
T6M_29_1_slice10.pkl,val_red,0,193,46.64
T6M_29_1_slice10.pkl,val_red,0,194,49.86
T6M_29_1_slice10.pkl,val_red,0,195,52.37
T6M_29_1_slice10.pkl,val_red,0,196,56.1
T6M_29_1_slice10.pkl,val_red,0,197,58.09
T6M_29_1_slice10.pkl,val_red,0,198,60.07
T6M_29_1_slice10.pkl,val_red,0,199,60.04
T6M_29_1_slice10.pkl,val_red,0,200,58.3
T6M_29_1_slice10.pkl,val_red,0,201,54.69
T6M_29_1_slice10.pkl,val_red,0,202,50.69
T6M_29_1_slice10.pkl,val_red,0,203,45.68
T6M_29_1_slice10.pkl,val_red,0,204,41.54
T6M_29_1_slice10.pkl,val_red,0,205,38.07
T6M_29_1_slice10.pkl,val_red,0,206,35.59
T6M_29_1_slice10.pkl,val_red,0,207,35.1
T6M_29_1_slice10.pkl,val_red,0,208,35.5
T6M_29_1_slice10.pkl,val_red,0,209,36.87
T6M_29_1_slice10.pkl,val_red,0,210,38.17
T6M_29_1_slice10.pkl,val_red,0,211,39.53
T6M_29_1_slice10.pkl,val_red,0,212,40.62
T6M_29_1_slice10.pkl,val_red,0,213,41.6
T6M_29_1_slice10.pkl,val_red,0,214,42.05
T6M_29_1_slice10.pkl,val_red,0,215,40.24
T6M_29_1_slice10.pkl,val_red,0,216,39.37
T6M_29_1_slice10.pkl,val_red,0,217,37.96
T6M_29_1_slice10.pkl,val_red,0,218,37.23
T6M_29_1_slice10.pkl,val_red,0,219,36.27
T6M_29_1_slice10.pkl,val_red,0,220,35.57
T6M_29_1_slice10.pkl,val_red,0,221,35.48
T6M_29_1_slice10.pkl,val_red,0,222,35.05
T6M_29_1_slice10.pkl,val_red,0,223,35.21
T6M_29_1_slice10.pkl,val_red,0,224,34.45
T6M_29_1_slice10.pkl,val_red,0,225,35.57
T6M_29_1_slice10.pkl,val_red,0,226,36.91
T6M_29_1_slice10.pkl,val_red,0,227,38.72
T6M_29_1_slice10.pkl,val_red,0,228,39.08
T6M_29_1_slice10.pkl,val_red,0,229,40.11
T6M_29_1_slice10.pkl,val_red,0,230,40.27
T6M_29_1_slice10.pkl,val_red,0,231,40.86
T6M_29_1_slice10.pkl,val_red,0,232,39.61
T6M_29_1_slice10.pkl,val_red,0,233,38.21
T6M_29_1_slice10.pkl,val_red,0,234,36.87
T6M_29_1_slice10.pkl,val_red,0,235,35.39
T6M_29_1_slice10.pkl,val_red,0,236,33.92
T6M_29_1_slice10.pkl,val_red,0,237,33.31
T6M_29_1_slice10.pkl,val_red,0,238,31.44
T6M_29_1_slice10.pkl,val_red,0,239,31.68
T6M_29_1_slice10.pkl,val_red,0,240,31.56
T6M_29_1_slice10.pkl,val_red,0,241,30.52
T6M_29_1_slice10.pkl,val_red,0,242,30.52
T6M_29_1_slice10.pkl,val_red,0,243,28.29
T6M_29_1_slice11.pkl,val_red,0,0,22
T6M_29_1_slice11.pkl,val_red,0,1,19
T6M_29_1_slice11.pkl,val_red,0,2,16
T6M_29_1_slice11.pkl,val_red,0,3,17.66
T6M_29_1_slice11.pkl,val_red,0,4,21.46
T6M_29_1_slice11.pkl,val_red,0,5,22.18
T6M_29_1_slice11.pkl,val_red,0,6,19.03
T6M_29_1_slice11.pkl,val_red,0,7,21.19
T6M_29_1_slice11.pkl,val_red,0,8,20.77
T6M_29_1_slice11.pkl,val_red,0,9,20.24
T6M_29_1_slice11.pkl,val_red,0,10,22.52
T6M_29_1_slice11.pkl,val_red,0,11,22.38
T6M_29_1_slice11.pkl,val_red,0,12,22.2
T6M_29_1_slice11.pkl,val_red,0,13,24.65
T6M_29_1_slice11.pkl,val_red,0,14,26.94
T6M_29_1_slice11.pkl,val_red,0,15,30.05
T6M_29_1_slice11.pkl,val_red,0,16,33.4
T6M_29_1_slice11.pkl,val_red,0,17,40.12
T6M_29_1_slice11.pkl,val_red,0,18,46.08
T6M_29_1_slice11.pkl,val_red,0,19,52.36
T6M_29_1_slice11.pkl,val_red,0,20,65.1
T6M_29_1_slice11.pkl,val_red,0,21,82.69
T6M_29_1_slice11.pkl,val_red,0,22,92.31
T6M_29_1_slice11.pkl,val_red,0,23,102.27
T6M_29_1_slice11.pkl,val_red,0,24,106.71
T6M_29_1_slice11.pkl,val_red,0,25,111.58
T6M_29_1_slice11.pkl,val_red,0,26,108.65
T6M_29_1_slice11.pkl,val_red,0,27,100.85
T6M_29_1_slice11.pkl,val_red,0,28,89.54
T6M_29_1_slice11.pkl,val_red,0,29,83.19
T6M_29_1_slice11.pkl,val_red,0,30,78.14
T6M_29_1_slice11.pkl,val_red,0,31,74.87
T6M_29_1_slice11.pkl,val_red,0,32,75.21
T6M_29_1_slice11.pkl,val_red,0,33,79
T6M_29_1_slice11.pkl,val_red,0,34,83.92
T6M_29_1_slice11.pkl,val_red,0,35,88.87
T6M_29_1_slice11.pkl,val_red,0,36,92.04
T6M_29_1_slice11.pkl,val_red,0,37,90.75
T6M_29_1_slice11.pkl,val_red,0,38,81.45
T6M_29_1_slice11.pkl,val_red,0,39,71.22
T6M_29_1_slice11.pkl,val_red,0,40,61.36
T6M_29_1_slice11.pkl,val_red,0,41,50.7
T6M_29_1_slice11.pkl,val_red,0,42,41.82
T6M_29_1_slice11.pkl,val_red,0,43,35.01
T6M_29_1_slice11.pkl,val_red,0,44,29.09
T6M_29_1_slice11.pkl,val_red,0,45,26.51
T6M_29_1_slice11.pkl,val_red,0,46,27.05
T6M_29_1_slice11.pkl,val_red,0,47,26.43
T6M_29_1_slice11.pkl,val_red,0,48,25.85
T6M_29_1_slice11.pkl,val_red,0,49,26.16
T6M_29_1_slice11.pkl,val_red,0,50,26.72
T6M_29_1_slice11.pkl,val_red,0,51,31.53
T6M_29_1_slice11.pkl,val_red,0,52,35.63
T6M_29_1_slice11.pkl,val_red,0,53,42.63
T6M_29_1_slice11.pkl,val_red,0,54,51.54
T6M_29_1_slice11.pkl,val_red,0,55,58.12
T6M_29_1_slice11.pkl,val_red,0,56,62.77
T6M_29_1_slice11.pkl,val_red,0,57,63.48
T6M_29_1_slice11.pkl,val_red,0,58,66.53
T6M_29_1_slice11.pkl,val_red,0,59,64.02
T6M_29_1_slice11.pkl,val_red,0,60,62.22
T6M_29_1_slice11.pkl,val_red,0,61,55.36
T6M_29_1_slice11.pkl,val_red,0,62,51.89
T6M_29_1_slice11.pkl,val_red,0,63,49.86
T6M_29_1_slice11.pkl,val_red,0,64,46.59
T6M_29_1_slice11.pkl,val_red,0,65,47.98
T6M_29_1_slice11.pkl,val_red,0,66,52.08
T6M_29_1_slice11.pkl,val_red,0,67,55.59
T6M_29_1_slice11.pkl,val_red,0,68,58.26
T6M_29_1_slice11.pkl,val_red,0,69,61.18
T6M_29_1_slice11.pkl,val_red,0,70,61.2
T6M_29_1_slice11.pkl,val_red,0,71,61.08
T6M_29_1_slice11.pkl,val_red,0,72,57.81
T6M_29_1_slice11.pkl,val_red,0,73,55.98
T6M_29_1_slice11.pkl,val_red,0,74,54.98
T6M_29_1_slice11.pkl,val_red,0,75,53.94
T6M_29_1_slice11.pkl,val_red,0,76,56.61
T6M_29_1_slice11.pkl,val_red,0,77,56.48
T6M_29_1_slice11.pkl,val_red,0,78,55.66
T6M_29_1_slice11.pkl,val_red,0,79,51.55
T6M_29_1_slice11.pkl,val_red,0,80,48.59
T6M_29_1_slice11.pkl,val_red,0,81,46.1
T6M_29_1_slice11.pkl,val_red,0,82,45.3
T6M_29_1_slice11.pkl,val_red,0,83,47.03
T6M_29_1_slice11.pkl,val_red,0,84,53.23
T6M_29_1_slice11.pkl,val_red,0,85,62.06
T6M_29_1_slice11.pkl,val_red,0,86,74.45
T6M_29_1_slice11.pkl,val_red,0,87,84.53
T6M_29_1_slice11.pkl,val_red,0,88,91.86
T6M_29_1_slice11.pkl,val_red,0,89,98.93
T6M_29_1_slice11.pkl,val_red,0,90,103.42
T6M_29_1_slice11.pkl,val_red,0,91,100.83
T6M_29_1_slice11.pkl,val_red,0,92,93.04
T6M_29_1_slice11.pkl,val_red,0,93,84.4
T6M_29_1_slice11.pkl,val_red,0,94,75.66
T6M_29_1_slice11.pkl,val_red,0,95,63.26
T6M_29_1_slice11.pkl,val_red,0,96,51.21
T6M_29_1_slice11.pkl,val_red,0,97,42.51
T6M_29_1_slice11.pkl,val_red,0,98,35.85
T6M_29_1_slice11.pkl,val_red,0,99,31.93
T6M_29_1_slice11.pkl,val_red,0,100,29.45
T6M_29_1_slice11.pkl,val_red,0,101,27.84
T6M_29_1_slice11.pkl,val_red,0,102,26.93
T6M_29_1_slice11.pkl,val_red,0,103,26.93
T6M_29_1_slice11.pkl,val_red,0,104,26.02
T6M_29_1_slice11.pkl,val_red,0,105,24.89
T6M_29_1_slice11.pkl,val_red,0,106,24.27
T6M_29_1_slice11.pkl,val_red,0,107,23.33
T6M_29_1_slice11.pkl,val_red,0,108,22.74
T6M_29_1_slice11.pkl,val_red,0,109,22.02
T6M_29_1_slice11.pkl,val_red,0,110,22.71
T6M_29_1_slice11.pkl,val_red,0,111,22.58
T6M_29_1_slice11.pkl,val_red,0,112,22.67
T6M_29_1_slice11.pkl,val_red,0,113,22.45
T6M_29_1_slice11.pkl,val_red,0,114,23.59
T6M_29_1_slice11.pkl,val_red,0,115,23.93
T6M_29_1_slice11.pkl,val_red,0,116,25.23
T6M_29_1_slice11.pkl,val_red,0,117,26.67
T6M_29_1_slice11.pkl,val_red,0,118,28.18
T6M_29_1_slice11.pkl,val_red,0,119,31.67
T6M_29_1_slice11.pkl,val_red,0,120,35.96
T6M_29_1_slice11.pkl,val_red,0,121,40.76
T6M_29_1_slice11.pkl,val_red,0,122,47.69
T6M_29_1_slice11.pkl,val_red,0,123,54.16
T6M_29_1_slice11.pkl,val_red,0,124,62.01
T6M_29_1_slice11.pkl,val_red,0,125,68.07
T6M_29_1_slice11.pkl,val_red,0,126,71.48
T6M_29_1_slice11.pkl,val_red,0,127,74.26
T6M_29_1_slice11.pkl,val_red,0,128,75.66
T6M_29_1_slice11.pkl,val_red,0,129,73.05
T6M_29_1_slice11.pkl,val_red,0,130,68.56
T6M_29_1_slice11.pkl,val_red,0,131,61.92
T6M_29_1_slice11.pkl,val_red,0,132,55.9
T6M_29_1_slice11.pkl,val_red,0,133,48.71
T6M_29_1_slice11.pkl,val_red,0,134,42.28
T6M_29_1_slice11.pkl,val_red,0,135,37.12
